casilla_id,anno,CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,NOMBRE_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,CASILLA,NUM_ACTA_IMPRESO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PVEM-PT-MORENA,PVEM-PT,PVEM-MORENA,PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,OBSERVACIONES,MECANISMOS_TRASLADO,FECHA_HORA
DPFED-04286-b0792642fa514d84abaa04a3c99b6650,2021,'190688C0100',190688C0100102235,19,NUEVO LEÓN,8,GUADALUPE,688,1,C,0,Urbana,2,57,59,2,9,11,60,87,4,1,7,0,0,0,0,0,2,0,3,1,0,20,323,696,Recuento (Para recuento (SRA)),F-I,09/06/2021 18:06:40
DPFED-04287-8f8b3ae8525e4497814e1e48bb05d28c,2021,'190689B0100',190689B0100105707,19,NUEVO LEÓN,8,GUADALUPE,689,1,B,0,Urbana,2,60,43,0,12,2,83,44,5,8,3,0,0,0,0,0,1,0,1,1,0,9,272,569,Recuento (Para recuento (SRA)),F-I,09/06/2021 18:06:36
DPFED-04288-b325e927aa9648e08488fbfcc86f7f2e,2021,'190689C0100',190689C0100102236,19,NUEVO LEÓN,8,GUADALUPE,689,1,C,0,Urbana,2,60,56,1,14,1,59,64,3,4,4,0,0,0,0,0,2,1,3,1,0,1,274,568,Recuento (Para recuento (SRA)),F-I,10/06/2021 03:06:10
DPFED-04289-0f8975b58e784bea83e511ed689a8bb3,2021,'190689C0200',190689C0200102237,19,NUEVO LEÓN,8,GUADALUPE,689,2,C,0,Urbana,2,57,53,0,18,9,11,58,1,1,2,0,0,0,0,0,2,0,3,2,0,6,223,568,Recuento (Para recuento (SRA)),F-I,09/06/2021 18:06:07
DPFED-04290-21265a0df0bd4475bf33969b28c559b6,2021,'190690B0100',190690B0100105708,19,NUEVO LEÓN,8,GUADALUPE,690,1,B,0,Urbana,2,59,59,0,11,1,70,63,1,1,2,0,0,0,0,0,2,0,0,1,1,12,283,548,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:25
DPFED-04291-0f2005b812624769ab0d52e84f49afd2,2021,'190690C0100',190690C0100104137,19,NUEVO LEÓN,8,GUADALUPE,690,1,C,0,Urbana,2,64,46,2,11,7,67,41,2,3,3,0,0,0,0,0,2,0,3,0,0,8,259,548,Recuento (Para recuento (SRA)),F-I,09/06/2021 18:06:38
DPFED-04292-2c78e300f9544df8a16135b7b7f5ff04,2021,'190690C0200',190690C0200104296,19,NUEVO LEÓN,8,GUADALUPE,690,2,C,0,Urbana,2,49,56,0,15,5,68,67,4,3,6,0,0,0,0,0,0,0,0,1,0,18,292,548,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:50
DPFED-04293-4696f6df7fbc4b9197b2ed0bfea0bbc3,2021,'190691B0100',190691B0100105709,19,NUEVO LEÓN,8,GUADALUPE,691,1,B,0,Urbana,2,53,95,1,11,5,70,76,1,8,4,0,0,0,0,0,3,0,1,3,0,16,347,740,Recuento (Para recuento (SRA)),F-I,09/06/2021 20:06:14
DPFED-04294-146bd481c4284b3db07d8d97c46b3c18,2021,'190691C0100',190691C0100104297,19,NUEVO LEÓN,8,GUADALUPE,691,1,C,0,Urbana,2,63,70,3,12,11,93,88,6,8,8,0,0,0,0,0,1,0,1,0,1,9,374,740,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:31
DPFED-04295-0e3c00cc728547e6ace0bee9c6d4c5fd,2021,'190692B0100',190692B0100105710,19,NUEVO LEÓN,8,GUADALUPE,692,1,B,0,Urbana,2,90,82,0,7,9,99,98,4,2,4,0,0,0,0,0,0,0,0,0,0,11,406,711,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:12
DPFED-04296-e413bc22c65c4418bcb9f2b83d3b3219,2021,'190692C0100',190692C0100104298,19,NUEVO LEÓN,8,GUADALUPE,692,1,C,0,Urbana,2,82,68,0,11,6,103,95,6,6,3,0,0,0,0,0,4,0,2,3,0,13,402,711,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:50
DPFED-04297-242d31732df94510983af5ef5caf6301,2021,'190693B0100',190693B0100105711,19,NUEVO LEÓN,8,GUADALUPE,693,1,B,0,Urbana,2,72,74,1,18,7,77,81,6,3,4,0,0,0,0,0,1,0,0,1,0,11,356,701,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:54
DPFED-04298-84467deb2e48426c981cb57f5edc612c,2021,'190693C0100',190693C0100104299,19,NUEVO LEÓN,8,GUADALUPE,693,1,C,0,Urbana,2,70,62,3,17,7,75,67,9,3,8,0,0,0,0,0,2,0,1,1,0,11,336,701,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:28
DPFED-04299-a5334867ec414a37a44b9486fc1726a9,2021,'190693C0200',190693C0200104300,19,NUEVO LEÓN,8,GUADALUPE,693,2,C,0,Urbana,2,88,65,2,6,3,89,67,4,3,5,0,0,0,0,0,1,2,2,1,0,9,347,700,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:53
DPFED-04300-e16f1fc6f33e4d3aa7d2966043510660,2021,'190694B0100',190694B0100105712,19,NUEVO LEÓN,8,GUADALUPE,694,1,B,0,Urbana,2,81,98,2,14,1,79,61,2,2,1,0,0,0,0,0,1,0,0,0,0,13,355,705,Recuento (Para recuento (SRA)),F-I,09/06/2021 21:06:23
DPFED-04301-e20539fe6f2b4242b86bc7ed831fff18,2021,'190694C0200',190694C0200109746,19,NUEVO LEÓN,8,GUADALUPE,694,2,C,0,Urbana,2,82,89,1,18,3,53,47,5,0,3,0,0,0,0,0,0,0,0,0,0,4,305,705,Recuento (Para recuento (SRA)),F-I,09/06/2021 19:06:29
DPFED-04302-470c9e0b5c81483989bb8e0347c35ab1,2021,'190694C0100',190694C0100103321,19,NUEVO LEÓN,8,GUADALUPE,694,1,C,0,Urbana,2,82,83,0,10,7,56,48,6,2,3,0,0,0,0,0,2,0,0,1,0,9,309,705,Recuento (Para recuento (SRA)),F-I,09/06/2021 20:06:11
DPFED-04303-7e91a7035819406a8c73ba413c836705,2021,'190694C0300',190694C0300105231,19,NUEVO LEÓN,8,GUADALUPE,694,3,C,0,Urbana,2,80,84,3,15,5,75,41,5,4,4,0,0,0,0,0,1,0,1,0,0,12,330,705,Recuento (Para recuento (SRA)),F-I,09/06/2021 20:06:40
DPFED-04304-007cf2982bb24ee6b7bdb2c7453c25e6,2021,'190694C0500',190694C0500105233,19,NUEVO LEÓN,8,GUADALUPE,694,5,C,0,Urbana,2,84,91,2,15,3,69,52,5,0,9,0,0,0,0,0,0,0,0,0,1,6,337,704,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:43
DPFED-04305-5169a362dcfb416692b958166c7f6c74,2021,'190694C0400',190694C0400105232,19,NUEVO LEÓN,8,GUADALUPE,694,4,C,0,Urbana,2,61,83,2,21,6,64,64,4,1,5,0,0,0,0,0,0,0,0,0,0,14,325,705,Recuento (Para recuento (SRA)),F-I,09/06/2021 20:06:20
DPFED-04306-66888692d76f4cfb8943ab3a08453586,2021,'190694E0100',190694E0100103320,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,0,Urbana,2,170,57,2,6,0,111,51,1,1,4,0,0,0,0,0,0,0,0,0,0,5,408,637,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:27
DPFED-04307-68a64ddf13144a2db45aee4f3c2d619f,2021,'190694E0101',190694E0101109747,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,1,Urbana,2,152,63,5,3,2,88,44,4,1,4,0,0,0,0,0,0,0,1,0,0,6,373,637,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:24
DPFED-04308-2c92637cd2694c06b68dc4bd22b8fdc5,2021,'190694E0102',190694E0102103322,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,2,Urbana,2,155,61,2,7,2,86,61,4,2,5,0,0,0,0,0,0,0,0,0,0,7,392,637,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:05
DPFED-04309-0274c4d22f444f31b6aa64b64c1f772b,2021,'190694E0103',190694E0103109758,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,3,Urbana,2,152,61,3,9,2,106,39,2,3,6,0,0,0,0,0,0,0,0,0,0,11,394,637,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:43
DPFED-04310-7a483d16dcf044eb84bb28a678459459,2021,'190694E0104',190694E0104103323,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,4,Urbana,2,167,71,1,7,3,113,44,3,1,4,0,0,0,0,0,0,0,0,0,0,4,418,636,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:17
DPFED-04311-e56fff1113484bc88b08dba71dcffb08,2021,'190694E0105',190694E0105105615,19,NUEVO LEÓN,8,GUADALUPE,694,1,E,5,Urbana,2,130,0,3,8,3,103,43,5,1,5,0,0,0,0,0,2,1,0,0,0,6,310,636,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:48
DPFED-04312-304bed094f204d6d923f5fc4e3b6be9f,2021,'190697B0100',190697B0100105713,19,NUEVO LEÓN,8,GUADALUPE,697,1,B,0,Urbana,2,67,46,4,3,2,45,57,5,0,3,0,0,0,0,0,0,0,0,0,0,4,236,535,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:14
DPFED-04313-6ba58fac1f704f80a47edfc0e67cc9b5,2021,'190697C0100',190697C0100104301,19,NUEVO LEÓN,8,GUADALUPE,697,1,C,0,Urbana,2,87,52,0,5,6,57,43,4,0,1,0,0,0,0,0,0,0,0,0,0,8,263,534,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:42
DPFED-04314-95c731e5477347fdb40c13c9b24a6190,2021,'190697C0200',190697C0200104302,19,NUEVO LEÓN,8,GUADALUPE,697,2,C,0,Urbana,2,69,50,5,4,7,46,36,2,1,1,0,0,0,0,0,2,0,0,0,0,12,235,534,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:08
DPFED-04315-86f7b67557b1437590ae87e5a80ab37e,2021,'190698B0100',190698B0100105714,19,NUEVO LEÓN,8,GUADALUPE,698,1,B,0,Urbana,2,74,54,1,6,6,69,57,3,0,4,0,0,0,0,0,0,0,0,1,0,9,284,635,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:36
DPFED-04316-b530e6278f7e4649afc3f2829cca359c,2021,'190698C0100',190698C0100104303,19,NUEVO LEÓN,8,GUADALUPE,698,1,C,0,Urbana,2,65,49,0,9,6,46,67,2,1,0,0,0,0,0,0,0,0,0,0,0,7,252,635,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:06
DPFED-04317-4705a3f0f1974a2ebcab9564c0f3e718,2021,'190698C0200',190698C0200104304,19,NUEVO LEÓN,8,GUADALUPE,698,2,C,0,Urbana,2,96,57,2,3,2,52,69,7,2,1,0,0,0,0,0,0,0,1,2,0,6,300,634,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:38
DPFED-04318-285fa6be09ec41f592fe6359935e6fc7,2021,'190699B0100',190699B0100105715,19,NUEVO LEÓN,8,GUADALUPE,699,1,B,0,Urbana,2,76,74,2,12,6,92,63,5,0,4,0,0,0,0,0,0,0,0,0,0,12,346,744,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:10
DPFED-04319-e0b9a00ca2994a1bb450be2f899c7136,2021,'190699C0100',190699C0100104305,19,NUEVO LEÓN,8,GUADALUPE,699,1,C,0,Urbana,2,80,81,2,14,5,84,52,4,1,2,0,0,0,0,0,0,0,0,1,0,13,339,744,Recuento (Para recuento (SRA)),F-I,10/06/2021 05:06:30
DPFED-04320-c830fe4366fe4e34aa4f8c4e473814d4,2021,'190699C0200',190699C0200104306,19,NUEVO LEÓN,8,GUADALUPE,699,2,C,0,Urbana,2,84,73,2,12,3,73,53,5,1,0,0,0,0,0,0,0,0,0,0,0,14,320,744,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:59
DPFED-04321-e192552e490d4ca0a0d69ed359ff4925,2021,'190699C0500',190699C0500104309,19,NUEVO LEÓN,8,GUADALUPE,699,5,C,0,Urbana,2,84,70,2,7,4,87,48,5,1,2,0,0,0,0,0,0,0,0,3,0,16,329,743,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:56
DPFED-04322-4f969c992ee640c193a9c93c257061f2,2021,'190699C0400',190699C0400104308,19,NUEVO LEÓN,8,GUADALUPE,699,4,C,0,Urbana,2,79,58,3,10,5,72,76,5,2,8,0,0,0,0,0,0,0,0,0,0,10,328,743,Cotejo (Levantada en Casilla),F-I,09/06/2021 12:06:51
DPFED-04323-f33528aa764147d9822f34bcf02a4a19,2021,'190699C0300',190699C0300104307,19,NUEVO LEÓN,8,GUADALUPE,699,3,C,0,Urbana,2,84,76,0,7,1,93,62,1,2,3,0,0,0,0,0,0,0,0,0,0,10,339,744,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:25
DPFED-04324-434a91720a254de8b9af6c7a58974363,2021,'190700B0100',190700B0100105716,19,NUEVO LEÓN,8,GUADALUPE,700,1,B,0,Urbana,2,95,59,2,8,4,88,38,7,3,1,0,0,0,0,0,1,0,0,0,1,3,310,632,Cotejo (Levantada en Casilla),F-I,09/06/2021 12:06:09
DPFED-04325-217f5a1c6417490290a56b233c5e9af0,2021,'190700C0200',190700C0200104311,19,NUEVO LEÓN,8,GUADALUPE,700,2,C,0,Urbana,2,84,68,2,16,2,89,46,5,1,3,0,0,0,0,0,1,0,0,0,0,4,321,631,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:57
DPFED-04326-c014fee0ee374cf48c61485c4caee928,2021,'190700C0100',190700C0100104310,19,NUEVO LEÓN,8,GUADALUPE,700,1,C,0,Urbana,2,105,54,0,4,4,92,51,4,3,2,0,0,0,0,0,0,0,0,3,0,3,325,632,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:25
DPFED-04327-bbb983809caa4119ac89086c8f63b1fd,2021,'190700C0300',190700C0300104312,19,NUEVO LEÓN,8,GUADALUPE,700,3,C,0,Urbana,2,91,75,0,7,5,70,55,8,0,6,0,0,0,0,0,0,0,0,0,0,9,326,631,Cotejo (Levantada en Casilla),F-I,09/06/2021 12:06:27
DPFED-04328-c19f2216e2b84accb6709e0ea1f2fd97,2021,'190700C0500',190700C0500104537,19,NUEVO LEÓN,8,GUADALUPE,700,5,C,0,Urbana,2,88,76,0,4,3,86,55,6,4,5,0,0,0,0,0,0,0,0,0,0,8,335,631,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:03
DPFED-04329-3d80a0480bd2409891367e0a0ada2363,2021,'190700C0400',190700C0400104313,19,NUEVO LEÓN,8,GUADALUPE,700,4,C,0,Urbana,2,104,47,2,5,4,84,63,4,4,5,0,0,0,0,0,0,0,0,0,1,8,331,631,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:28
DPFED-04330-f6f9fa5ccfd549d8bf3a83bdd978f867,2021,'190701B0100',190701B0100105717,19,NUEVO LEÓN,8,GUADALUPE,701,1,B,0,Urbana,2,74,74,2,7,7,58,39,0,2,2,0,0,0,0,0,2,0,1,0,1,2,271,525,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:39
DPFED-04331-7ff3f7560574475bbb857bf03089684d,2021,'190701C0200',190701C0200104535,19,NUEVO LEÓN,8,GUADALUPE,701,2,C,0,Urbana,2,56,68,2,3,3,53,51,2,0,0,0,0,0,0,0,0,0,0,0,0,3,241,525,Cotejo (Levantada en Casilla),F-I,09/06/2021 12:06:41
DPFED-04332-4cdb8f6bd497482d9535d0392a3906f3,2021,'190701C0100',190701C0100104534,19,NUEVO LEÓN,8,GUADALUPE,701,1,C,0,Urbana,2,68,80,1,7,3,58,45,1,1,4,0,0,0,0,0,0,0,0,0,1,6,275,525,Cotejo (Levantada en Casilla),F-I,09/06/2021 12:06:29
DPFED-04333-4c500a73308a4a3f9f06b62150ce9b17,2021,'190702B0100',190702B0100105718,19,NUEVO LEÓN,8,GUADALUPE,702,1,B,0,Urbana,2,98,72,1,3,6,73,61,1,2,2,0,0,0,0,0,0,0,1,0,0,5,325,686,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:11
DPFED-04334-2ea87256688447a6b36677368e7885f8,2021,'190702C0200',190702C0200104315,19,NUEVO LEÓN,8,GUADALUPE,702,2,C,0,Urbana,2,74,75,1,6,3,94,49,7,4,3,0,0,0,0,0,2,0,1,0,0,8,327,685,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:23
DPFED-04335-2f0918112eaa4b4ea5d29e6f288f9e3c,2021,'190702C0100',190702C0100104314,19,NUEVO LEÓN,8,GUADALUPE,702,1,C,0,Urbana,2,73,63,0,7,7,80,68,2,2,1,0,0,0,0,0,0,0,0,2,0,4,309,685,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:55
DPFED-04336-8b53a0b6d1de4b039d55030d77862317,2021,'190703B0100',190703B0100105719,19,NUEVO LEÓN,8,GUADALUPE,703,1,B,0,Urbana,2,59,66,1,11,9,57,45,4,4,4,0,0,0,0,0,1,0,0,0,0,6,267,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:49
DPFED-04337-83e8843bac3a482fb66d0f9907192fe5,2021,'190703C0700',190703C0700105613,19,NUEVO LEÓN,8,GUADALUPE,703,7,C,0,Urbana,2,54,51,2,11,17,64,48,1,0,3,0,0,0,0,0,1,0,0,2,0,11,265,689,Recuento (Para recuento (SRA)),F-I,09/06/2021 23:06:31
DPFED-04338-ae1ff55380c54cb396116d0fc696477c,2021,'190703C0600',190703C0600105612,19,NUEVO LEÓN,8,GUADALUPE,703,6,C,0,Urbana,2,36,75,1,8,11,70,45,3,2,4,0,0,0,0,0,1,0,0,1,0,9,266,690,Recuento (Para recuento (SRA)),F-I,09/06/2021 23:06:42
DPFED-04339-ef19992598df42329614aefefd1941a5,2021,'190703C0500',190703C0500103648,19,NUEVO LEÓN,8,GUADALUPE,703,5,C,0,Urbana,2,59,63,2,6,13,65,47,3,2,4,0,0,0,0,0,2,0,2,2,0,0,270,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:19
DPFED-04340-f1dcef03fef747d1aafcc621eeccb490,2021,'190703C0400',190703C0400103647,19,NUEVO LEÓN,8,GUADALUPE,703,4,C,0,Urbana,2,40,58,1,8,19,53,46,4,2,0,0,0,0,0,0,2,1,0,1,0,9,244,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 05:06:12
DPFED-04341-aa178bada0fc47a6b6cad4c2d04d1133,2021,'190703C0300',190703C0300103646,19,NUEVO LEÓN,8,GUADALUPE,703,3,C,0,Urbana,2,52,56,2,12,5,64,58,5,3,0,0,0,0,0,0,0,0,2,1,0,12,272,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 05:06:31
DPFED-04342-7511f8f6ff9b4c9dafecb38b71123417,2021,'190703C0200',190703C0200103645,19,NUEVO LEÓN,8,GUADALUPE,703,2,C,0,Urbana,2,30,81,2,13,6,57,46,2,3,6,0,0,0,0,0,0,0,0,0,0,6,252,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:03
DPFED-04343-0c8b3abd09624076b53be5db8e424114,2021,'190703C0100',190703C0100103644,19,NUEVO LEÓN,8,GUADALUPE,703,1,C,0,Urbana,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:30
DPFED-04344-0bbaf4fd55e646a6b8d62e4f0257db30,2021,'190703C0800',190703C0800105614,19,NUEVO LEÓN,8,GUADALUPE,703,8,C,0,Urbana,2,45,70,1,6,7,72,40,3,2,3,0,0,0,0,0,0,0,0,0,0,6,255,689,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:50
DPFED-04345-d0fe18aff96245f889437d9f2fbb3a8f,2021,'190703E0100',190703E0100105611,19,NUEVO LEÓN,8,GUADALUPE,703,1,E,0,Urbana,2,88,59,1,7,6,86,57,2,0,6,0,0,0,0,0,0,0,0,0,0,9,321,659,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:12
DPFED-04346-276e0ba9cf8b40fd81f9f88152d6700d,2021,'190703E0101',190703E0101109738,19,NUEVO LEÓN,8,GUADALUPE,703,1,E,1,Urbana,2,89,80,1,10,2,85,51,7,1,3,0,0,0,0,0,1,0,0,0,0,6,336,659,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:16
DPFED-04347-e81afa958c274f51a0496c209a6985da,2021,'190703E0102',190703E0102103643,19,NUEVO LEÓN,8,GUADALUPE,703,1,E,2,Urbana,2,71,62,3,9,3,90,67,3,3,9,0,0,0,0,0,2,0,0,0,0,11,333,659,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:11
DPFED-04348-b703ce6da5804b45b3eb4836f5dbc98e,2021,'190703E0103',190703E0103109739,19,NUEVO LEÓN,8,GUADALUPE,703,1,E,3,Urbana,2,85,78,2,9,2,72,51,2,4,5,0,0,0,0,0,0,0,0,0,0,0,310,659,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:25
DPFED-04349-434d4af8b6364c27bf5872991147a6f3,2021,'190704B0100',190704B0100105720,19,NUEVO LEÓN,8,GUADALUPE,704,1,B,0,Urbana,2,65,72,0,7,0,61,33,7,0,2,0,0,0,0,0,1,0,0,0,1,7,256,575,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:57
DPFED-04350-434381a43c2d44839dd3f0b9e808b2a4,2021,'190704C0100',190704C0100104316,19,NUEVO LEÓN,8,GUADALUPE,704,1,C,0,Urbana,2,32,67,3,9,6,55,40,2,0,2,0,0,0,0,0,0,0,0,0,0,11,227,575,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:38
DPFED-04351-92abbf5488354f63b15feb7382053a29,2021,'190704C0200',190704C0200104317,19,NUEVO LEÓN,8,GUADALUPE,704,2,C,0,Urbana,2,62,67,1,4,4,47,44,7,1,1,0,0,0,0,0,0,0,0,0,0,3,241,574,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:38
DPFED-04352-6c2ed4a6850a4bf195bb279a9f4a2a82,2021,'190704C0300',190704C0300104318,19,NUEVO LEÓN,8,GUADALUPE,704,3,C,0,Urbana,2,50,65,2,13,7,47,41,4,1,4,0,0,0,0,0,0,0,0,0,1,10,245,574,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:37
DPFED-04353-7e728538594d431a8bd32a8d20a7d852,2021,'190705B0100',190705B0100105721,19,NUEVO LEÓN,8,GUADALUPE,705,1,B,0,Urbana,2,37,89,3,12,13,65,64,0,2,7,0,0,0,0,0,1,0,0,1,0,9,303,726,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:01
DPFED-04354-90f96a7eb69f4a1f8ff0f7f1dc69cda6,2021,'190705C0100',190705C0100103069,19,NUEVO LEÓN,8,GUADALUPE,705,1,C,0,Urbana,2,42,73,1,7,4,60,47,4,1,3,0,0,0,0,0,2,0,0,0,0,15,259,726,Recuento (Para recuento (SRA)),F-I,10/06/2021 00:06:05
DPFED-04355-3c0b0a307ed54f7991ab42d111d5d7ce,2021,'190705C0200',190705C0200103070,19,NUEVO LEÓN,8,GUADALUPE,705,2,C,0,Urbana,2,55,68,1,3,7,66,60,2,6,3,0,0,0,0,0,0,0,0,0,0,10,281,726,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:39
DPFED-04356-4df47b923dcf46fcaffa1682b38f8b52,2021,'190706B0100',190706B0100105722,19,NUEVO LEÓN,8,GUADALUPE,706,1,B,0,Urbana,2,69,77,3,11,4,54,58,3,4,2,0,0,0,0,0,0,0,0,0,0,13,298,643,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:38
DPFED-04357-8a39a0cf78c241a5a097982373b20bdc,2021,'190706C0200',190706C0200104319,19,NUEVO LEÓN,8,GUADALUPE,706,2,C,0,Urbana,2,56,84,1,6,3,65,56,5,1,5,0,0,0,0,0,1,1,1,0,0,10,295,642,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:36
DPFED-04358-0ff227c8709e47cf8cf52d62c099228d,2021,'190706C0300',190706C0300104320,19,NUEVO LEÓN,8,GUADALUPE,706,3,C,0,Urbana,2,43,84,1,5,6,55,50,2,0,5,0,0,0,0,0,0,0,0,0,0,8,259,642,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:48
DPFED-04359-0142f09f23884c25a17237a7159d4050,2021,'190706C0100',190706C0100104843,19,NUEVO LEÓN,8,GUADALUPE,706,1,C,0,Urbana,2,51,83,2,8,4,64,64,3,3,5,0,0,0,0,0,0,0,1,1,0,11,300,643,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:38
DPFED-04360-2a6ed83de19e4acdb141ab6d40a473b8,2021,'190706C0400',190706C0400104321,19,NUEVO LEÓN,8,GUADALUPE,706,4,C,0,Urbana,2,55,70,2,14,2,71,46,2,1,6,0,0,0,0,0,0,0,0,0,0,15,284,642,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:59
DPFED-04361-85f5608983cc449684db3a5b0cad083f,2021,'190706S0100',190706S0100542,19,NUEVO LEÓN,8,GUADALUPE,706,1,S,0,Urbana,2EMR,191,134,9,17,5,209,134,10,2,10,0,0,0,0,0,0,0,0,1,0,5,727,0,Cotejo (Levantada en Consejo Distrital),F-I,10/06/2021 04:06:10
DPFED-04362-9fd201e2245b4bcdba4c65fdd5bcb021,2021,'190706S0100',190706S0100105674,19,NUEVO LEÓN,8,GUADALUPE,706,1,S,0,Urbana,2ERP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,Cotejo (Levantada en Consejo Distrital),F-I,10/06/2021 06:06:26
DPFED-04363-23c2fa17e8cf40a29f3a9546a638af79,2021,'190707B0100',190707B0100106329,19,NUEVO LEÓN,8,GUADALUPE,707,1,B,0,Urbana,2,44,77,2,9,7,52,60,2,5,1,0,0,0,0,0,1,0,0,0,0,8,268,593,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:47
DPFED-04364-646f525b739b44ae9507d7aaf7f5b6ac,2021,'190707C0100',190707C0100104322,19,NUEVO LEÓN,8,GUADALUPE,707,1,C,0,Urbana,2,45,90,2,14,4,60,56,1,1,4,0,0,0,0,0,1,0,1,0,0,11,290,592,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:43
DPFED-04365-c672b8de95314f10805eb245b08ca5f0,2021,'190708B0100',190708B0100106330,19,NUEVO LEÓN,8,GUADALUPE,708,1,B,0,Urbana,2,39,58,2,5,3,77,72,7,2,2,0,0,0,0,0,0,0,0,0,0,6,273,615,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:26
DPFED-04366-19f6328916a34e3c9661c592d34e0dc8,2021,'190708C0200',190708C0200104845,19,NUEVO LEÓN,8,GUADALUPE,708,2,C,0,Urbana,2,52,58,2,2,1,64,51,5,0,4,0,0,0,0,0,1,0,1,0,0,10,251,615,Recuento (Para recuento (SRA)),F-I,10/06/2021 02:06:30
DPFED-04367-4dda8c98f6cd452b841dba68f17b48c6,2021,'190708C0300',190708C0300104846,19,NUEVO LEÓN,8,GUADALUPE,708,3,C,0,Urbana,2,56,61,1,6,3,59,60,5,0,1,0,0,0,0,0,0,0,0,1,0,7,260,614,Recuento (Para recuento (SRA)),F-I,10/06/2021 01:06:07
